Order_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Supplier_ID,Supplier_Name,Supplier_City,Supplier_State,Product_ID,Product_Name,Category,Warehouse,Shipping_Mode,Quantity,Unit_Cost_INR,Total_Cost_INR,Freight_Cost_INR,Discount_Pct,Final_Cost_INR,Lead_Time_Days,Delay_Days,Order_Status,Payment_Terms,Quality_Rating
ORD-2024-0194,2024-09-23,2024-09-29,2024-09-29,SUP008,VRL Logistics,Nagpur,India,P006,Hydraulic Pumps,Machinery,WH-Mumbai,Road,1,2264.12,2264.12,67.92,0,2332.04,6,0,Delivered,Net 45,4.9
ORD-2024-0042,2024-09-30,2024-10-03,,SUP001,Tata Steel Ltd,Mumbai,India,P007,Packaging Material,Consumables,WH-Chennai,Road,18,167.51,3015.12,90.45,0,3105.57,3,0,In Transit,Advance,
ORD-2024-0118,2024-10-01,2024-10-05,2024-10-05,SUP001,Tata Steel Ltd,Mumbai,India,P011,Rubber Seals,Raw Material,WH-Mumbai,Road,37,281.16,10402.91,312.09,5,10194.85,4,0,Delivered,COD,4.9
ORD-2024-0162,2024-10-02,2024-10-05,,SUP007,Gati Ltd,Kolkata,India,P009,Spare Parts Kit,Machinery,WH-Delhi,Road,4,3305.55,13222.19,396.67,5,12957.75,3,0,In Transit,Advance,
ORD-2024-0191,2024-10-05,2024-10-15,2024-10-15,SUP001,Tata Steel Ltd,Mumbai,India,P006,Hydraulic Pumps,Machinery,WH-Pune,Rail,3,2353.96,7061.88,141.24,2,7061.88,10,0,Delivered,Advance,4.9
ORD-2024-0056,2024-10-12,2024-10-16,,SUP007,Gati Ltd,Kolkata,India,P010,LED Modules,Electronics,WH-Bangalore,Road,15,633.32,9499.8,284.99,2,9594.79,4,0,In Transit,Net 60,
ORD-2024-0021,2024-10-16,2024-10-21,,SUP006,DTDC Courier,Hyderabad,India,P005,Copper Wiring,Electronics,WH-Chennai,Road,5,1046.56,5232.82,156.98,0,5389.8,5,0,In Transit,Net 30,
ORD-2024-0057,2024-10-18,2024-10-31,2024-10-31,SUP001,Tata Steel Ltd,Mumbai,India,P010,LED Modules,Electronics,WH-Bangalore,Sea,6,674.7,4048.19,60.72,0,4108.91,13,0,Delivered,Advance,4.4
ORD-2024-0172,2024-10-26,2024-10-30,,SUP007,Gati Ltd,Kolkata,India,P005,Copper Wiring,Electronics,WH-Chennai,Road,8,1004.33,8034.63,241.04,5,7873.94,4,0,Cancelled,Net 60,
ORD-2024-0101,2024-10-28,2024-11-02,,SUP007,Gati Ltd,Kolkata,India,P009,Spare Parts Kit,Machinery,WH-Pune,Road,2,2941.1,5882.21,176.47,2,5941.04,5,0,Cancelled,COD,
ORD-2024-0185,2024-11-01,2024-11-07,2024-11-07,SUP006,DTDC Courier,Hyderabad,India,P007,Packaging Material,Consumables,WH-Chennai,Road,88,149.28,13136.42,394.09,0,13530.51,6,0,Delivered,Net 60,4.0
ORD-2024-0004,2024-11-05,2024-11-13,2024-11-19,SUP005,Mahindra Logistics,Pune,India,P001,Electronic Components,Electronics,WH-Chennai,Rail,14,898.59,12580.2,251.6,8,11825.38,8,6,Delayed,COD,
ORD-2024-0065,2024-11-07,2024-11-10,2024-11-12,SUP004,BlueDart Express,Bangalore,India,P012,Safety Equipment,Consumables,WH-Delhi,Road,8,426.45,3411.62,102.35,0,3513.97,3,2,Delivered,Advance,4.9
ORD-2024-0198,2024-11-08,2024-11-14,,SUP007,Gati Ltd,Kolkata,India,P010,LED Modules,Electronics,WH-Pune,Road,22,699.72,15393.91,461.82,0,15855.73,6,0,Cancelled,COD,
ORD-2024-0074,2024-11-08,2024-11-14,,SUP007,Gati Ltd,Kolkata,India,P010,LED Modules,Electronics,WH-Mumbai,Rail,21,626.27,13151.7,263.03,0,13414.73,6,0,In Transit,Advance,
ORD-2024-0125,2024-11-10,2024-11-20,,SUP007,Gati Ltd,Kolkata,India,P005,Copper Wiring,Electronics,WH-Delhi,Rail,12,1007.71,12092.47,241.85,5,11729.7,10,0,In Transit,Net 30,
ORD-2024-0135,2024-11-12,2024-11-15,,SUP001,Tata Steel Ltd,Mumbai,India,P008,Chemical Compounds,Chemicals,WH-Chennai,Air,4,1982.11,7928.44,634.28,5,8166.3,3,0,In Transit,Advance,
ORD-2024-0141,2024-11-15,2024-12-03,2024-12-03,SUP002,Reliance Logistics,Delhi,India,P003,Raw Steel Sheets,Raw Material,WH-Mumbai,Sea,17,450.16,7652.65,114.79,0,7767.44,18,0,Delivered,Net 45,4.4
ORD-2024-0103,2024-11-17,2024-11-27,,SUP008,VRL Logistics,Nagpur,India,P008,Chemical Compounds,Chemicals,WH-Chennai,Rail,10,1765.44,17654.44,353.09,10,16242.09,10,0,Pending,Net 45,
ORD-2024-0072,2024-11-19,2024-11-29,,SUP005,Mahindra Logistics,Pune,India,P004,Plastic Granules,Raw Material,WH-Mumbai,Rail,11,343.52,3778.72,75.57,8,3551.99,10,0,In Transit,Net 60,
ORD-2024-0133,2024-11-21,2024-11-26,,SUP005,Mahindra Logistics,Pune,India,P003,Raw Steel Sheets,Raw Material,WH-Delhi,Rail,6,471.58,2829.47,56.59,2,2829.47,5,0,Pending,COD,
ORD-2024-0001,2024-11-23,2024-11-29,,SUP002,Reliance Logistics,Delhi,India,P001,Electronic Components,Electronics,WH-Bangalore,Rail,12,954.59,11455.06,229.1,0,11684.16,6,0,Pending,Net 30,
ORD-2024-0153,2024-11-24,2024-11-26,2024-11-26,SUP008,VRL Logistics,Nagpur,India,P003,Raw Steel Sheets,Raw Material,WH-Chennai,Air,21,433.94,9112.79,729.02,0,9841.81,2,0,Delivered,Net 60,4.1
ORD-2024-0084,2024-11-26,2024-11-29,,SUP006,DTDC Courier,Hyderabad,India,P001,Electronic Components,Electronics,WH-Mumbai,Road,4,901.36,3605.45,108.16,2,3641.5,3,0,Pending,Net 30,
ORD-2024-0110,2024-11-26,2024-12-01,2024-12-01,SUP007,Gati Ltd,Kolkata,India,P009,Spare Parts Kit,Machinery,WH-Mumbai,Road,2,3003.96,6007.91,180.24,0,6188.15,5,0,Delivered,COD,4.5
ORD-2024-0109,2024-12-01,2024-12-06,,SUP007,Gati Ltd,Kolkata,India,P003,Raw Steel Sheets,Raw Material,WH-Pune,Road,26,441.95,11490.79,344.72,0,11835.51,5,0,Pending,Net 30,
ORD-2024-0099,2024-12-08,2024-12-11,,SUP006,DTDC Courier,Hyderabad,India,P002,Industrial Bearings,Machinery,WH-Pune,Road,2,1338.63,2677.27,80.32,2,2704.04,3,0,In Transit,Advance,
ORD-2024-0030,2024-12-13,2024-12-17,2024-12-17,SUP006,DTDC Courier,Hyderabad,India,P001,Electronic Components,Electronics,WH-Pune,Road,6,919.82,5518.89,165.57,0,5684.46,4,0,Delivered,COD,3.2
ORD-2024-0051,2024-12-19,2024-12-24,2024-12-24,SUP008,VRL Logistics,Nagpur,India,P011,Rubber Seals,Raw Material,WH-Pune,Rail,20,298.48,5969.54,119.39,0,6088.93,5,0,Delivered,COD,3.7
ORD-2024-0148,2024-12-19,2024-12-24,2025-01-03,SUP008,VRL Logistics,Nagpur,India,P006,Hydraulic Pumps,Machinery,WH-Chennai,Road,4,2809.85,11239.4,337.18,0,11576.58,5,10,Delayed,Net 45,
ORD-2024-0188,2024-12-21,2024-12-26,,SUP004,BlueDart Express,Bangalore,India,P008,Chemical Compounds,Chemicals,WH-Chennai,Road,10,1971.89,19718.88,591.57,0,20310.45,5,0,In Transit,Advance,
ORD-2024-0170,2024-12-22,2024-12-25,,SUP004,BlueDart Express,Bangalore,India,P007,Packaging Material,Consumables,WH-Chennai,Air,69,159.33,10993.57,879.49,0,11873.06,3,0,In Transit,COD,
ORD-2024-0100,2024-12-29,2025-01-03,,SUP007,Gati Ltd,Kolkata,India,P005,Copper Wiring,Electronics,WH-Delhi,Road,12,903.59,10843.1,325.29,5,10626.24,5,0,In Transit,Advance,
ORD-2025-0131,2025-01-02,2025-01-09,2025-01-09,SUP008,VRL Logistics,Nagpur,India,P009,Spare Parts Kit,Machinery,WH-Pune,Road,3,2982.67,8948.0,268.44,5,8769.04,7,0,Delivered,COD,3.4
ORD-2025-0134,2025-01-03,2025-01-06,,SUP006,DTDC Courier,Hyderabad,India,P010,LED Modules,Electronics,WH-Pune,Road,19,628.01,11932.13,357.96,0,12290.09,3,0,Cancelled,Advance,
ORD-2025-0019,2025-01-09,2025-01-12,2025-01-12,SUP008,VRL Logistics,Nagpur,India,P003,Raw Steel Sheets,Raw Material,WH-Pune,Road,19,458.64,8714.14,261.42,8,8278.43,3,0,Delivered,Net 45,3.1
ORD-2025-0181,2025-01-13,2025-01-18,,SUP003,DHL Supply Chain,Chennai,India,P012,Safety Equipment,Consumables,WH-Pune,Rail,15,466.06,6990.91,139.82,0,7130.73,5,0,In Transit,COD,
ORD-2025-0150,2025-01-14,2025-01-18,2025-01-18,SUP004,BlueDart Express,Bangalore,India,P004,Plastic Granules,Raw Material,WH-Delhi,Road,46,325.79,14986.45,449.59,5,14686.72,4,0,Delivered,Net 30,4.9
ORD-2025-0195,2025-01-14,2025-01-19,,SUP004,BlueDart Express,Bangalore,India,P009,Spare Parts Kit,Machinery,WH-Delhi,Road,2,3518.2,7036.41,211.09,2,7106.77,5,0,In Transit,Advance,
ORD-2025-0052,2025-01-16,2025-01-23,2025-01-23,SUP006,DTDC Courier,Hyderabad,India,P006,Hydraulic Pumps,Machinery,WH-Delhi,Rail,5,2844.3,14221.49,284.43,5,13794.85,7,0,Delivered,Net 45,4.5
ORD-2025-0077,2025-01-16,2025-01-23,,SUP008,VRL Logistics,Nagpur,India,P005,Copper Wiring,Electronics,WH-Delhi,Rail,7,1034.12,7238.83,144.78,5,7021.67,7,0,Pending,Net 30,
ORD-2025-0122,2025-01-20,2025-01-25,,SUP004,BlueDart Express,Bangalore,India,P005,Copper Wiring,Electronics,WH-Bangalore,Road,12,989.05,11868.64,356.06,2,11987.33,5,0,Cancelled,Advance,
ORD-2025-0157,2025-01-22,2025-01-31,2025-02-07,SUP004,BlueDart Express,Bangalore,India,P004,Plastic Granules,Raw Material,WH-Pune,Rail,5,361.38,1806.9,36.14,0,1843.04,9,7,Delayed,COD,
ORD-2025-0154,2025-01-22,2025-01-30,2025-01-30,SUP004,BlueDart Express,Bangalore,India,P003,Raw Steel Sheets,Raw Material,WH-Chennai,Rail,4,425.79,1703.15,34.06,0,1737.21,8,0,Delivered,Net 45,3.0
ORD-2025-0173,2025-01-25,2025-01-31,2025-01-31,SUP008,VRL Logistics,Nagpur,India,P012,Safety Equipment,Consumables,WH-Mumbai,Rail,32,397.33,12714.4,254.29,8,11951.54,6,0,Delivered,COD,3.1
ORD-2025-0183,2025-01-30,2025-02-05,,SUP005,Mahindra Logistics,Pune,India,P004,Plastic Granules,Raw Material,WH-Chennai,Rail,41,300.34,12314.03,246.28,0,12560.31,6,0,Pending,Net 30,
ORD-2025-0120,2025-01-30,2025-02-04,,SUP006,DTDC Courier,Hyderabad,India,P003,Raw Steel Sheets,Raw Material,WH-Bangalore,Road,25,482.03,12050.67,361.52,10,11207.12,5,0,Cancelled,Net 45,
ORD-2025-0128,2025-01-31,2025-02-05,2025-02-05,SUP005,Mahindra Logistics,Pune,India,P012,Safety Equipment,Consumables,WH-Bangalore,Road,5,425.46,2127.32,63.82,8,2020.95,5,0,Delivered,Net 30,4.6
ORD-2025-0117,2025-02-01,2025-02-05,,SUP005,Mahindra Logistics,Pune,India,P004,Plastic Granules,Raw Material,WH-Bangalore,Road,40,324.57,12982.76,389.48,0,13372.24,4,0,Cancelled,COD,
ORD-2025-0085,2025-02-06,2025-02-24,2025-02-24,SUP006,DTDC Courier,Hyderabad,India,P004,Plastic Granules,Raw Material,WH-Pune,Sea,15,314.28,4714.27,70.71,0,4784.98,18,0,Delivered,Net 30,3.6
ORD-2025-0073,2025-02-11,2025-02-15,,SUP001,Tata Steel Ltd,Mumbai,India,P005,Copper Wiring,Electronics,WH-Delhi,Road,19,1049.04,19931.78,597.95,0,20529.73,4,0,In Transit,Net 30,
ORD-2025-0142,2025-02-15,2025-02-22,2025-03-01,SUP008,VRL Logistics,Nagpur,India,P009,Spare Parts Kit,Machinery,WH-Chennai,Road,2,3194.36,6388.73,191.66,2,6452.62,7,7,Delayed,COD,
ORD-2025-0121,2025-02-19,2025-02-26,2025-02-26,SUP003,DHL Supply Chain,Chennai,India,P002,Industrial Bearings,Machinery,WH-Pune,Rail,6,1360.01,8160.07,163.2,2,8160.07,7,0,Delivered,Advance,3.5
ORD-2025-0145,2025-02-24,2025-02-27,,SUP004,BlueDart Express,Bangalore,India,P001,Electronic Components,Electronics,WH-Delhi,Road,6,853.99,5123.94,153.72,2,5175.18,3,0,In Transit,Advance,
ORD-2025-0055,2025-02-24,2025-02-27,,SUP002,Reliance Logistics,Delhi,India,P007,Packaging Material,Consumables,WH-Delhi,Road,73,170.59,12453.23,373.6,0,12826.83,3,0,Cancelled,Net 30,
ORD-2025-0081,2025-02-25,2025-03-06,2025-03-06,SUP006,DTDC Courier,Hyderabad,India,P002,Industrial Bearings,Machinery,WH-Chennai,Rail,2,1270.62,2541.24,50.82,2,2541.24,9,0,Delivered,Advance,3.2
ORD-2025-0083,2025-03-02,2025-03-05,2025-03-05,SUP008,VRL Logistics,Nagpur,India,P010,LED Modules,Electronics,WH-Chennai,Road,8,724.01,5792.09,173.76,0,5965.85,3,0,Delivered,COD,4.8
ORD-2025-0111,2025-03-03,2025-03-07,2025-03-07,SUP001,Tata Steel Ltd,Mumbai,India,P011,Rubber Seals,Raw Material,WH-Delhi,Road,45,305.98,13768.96,413.07,5,13493.58,4,0,Delivered,Advance,3.1
ORD-2025-0007,2025-03-07,2025-03-14,2025-03-14,SUP001,Tata Steel Ltd,Mumbai,India,P004,Plastic Granules,Raw Material,WH-Bangalore,Rail,21,305.01,6405.21,128.1,2,6405.21,7,0,Delivered,Net 45,3.5
ORD-2025-0129,2025-03-08,2025-03-15,2025-03-15,SUP006,DTDC Courier,Hyderabad,India,P011,Rubber Seals,Raw Material,WH-Chennai,Road,60,301.02,18060.92,541.83,0,18602.75,7,0,Delivered,COD,3.4
ORD-2025-0080,2025-03-09,2025-03-18,,SUP006,DTDC Courier,Hyderabad,India,P002,Industrial Bearings,Machinery,WH-Pune,Rail,6,1281.85,7691.09,153.82,5,7460.36,9,0,In Transit,Advance,
ORD-2025-0174,2025-03-09,2025-03-15,2025-03-15,SUP002,Reliance Logistics,Delhi,India,P011,Rubber Seals,Raw Material,WH-Mumbai,Road,1,267.31,267.31,8.02,2,269.98,6,0,Delivered,COD,4.3
ORD-2025-0018,2025-03-10,2025-03-14,2025-03-14,SUP004,BlueDart Express,Bangalore,India,P003,Raw Steel Sheets,Raw Material,WH-Bangalore,Road,13,434.84,5652.86,169.59,5,5539.81,4,0,Delivered,Net 60,3.8
ORD-2025-0067,2025-03-13,2025-03-16,,SUP007,Gati Ltd,Kolkata,India,P006,Hydraulic Pumps,Machinery,WH-Bangalore,Air,3,2773.42,8320.27,665.62,2,8819.48,3,0,Pending,Net 45,
ORD-2025-0105,2025-03-13,2025-03-19,,SUP002,Reliance Logistics,Delhi,India,P010,LED Modules,Electronics,WH-Pune,Road,24,730.58,17533.92,526.02,2,17709.26,6,0,Cancelled,Net 45,
ORD-2025-0069,2025-03-14,2025-03-20,,SUP007,Gati Ltd,Kolkata,India,P001,Electronic Components,Electronics,WH-Mumbai,Road,14,903.55,12649.76,379.49,0,13029.25,6,0,Cancelled,Net 45,
ORD-2025-0138,2025-03-19,2025-03-22,,SUP003,DHL Supply Chain,Chennai,India,P006,Hydraulic Pumps,Machinery,WH-Bangalore,Air,5,2541.76,12708.8,1016.7,8,12708.8,3,0,In Transit,Net 30,
ORD-2025-0169,2025-03-23,2025-03-29,2025-03-29,SUP002,Reliance Logistics,Delhi,India,P004,Plastic Granules,Raw Material,WH-Mumbai,Rail,1,304.94,304.94,6.1,0,311.04,6,0,Delivered,Advance,4.8
ORD-2025-0166,2025-03-26,2025-03-31,,SUP003,DHL Supply Chain,Chennai,India,P011,Rubber Seals,Raw Material,WH-Bangalore,Rail,43,278.68,11983.28,239.67,2,11983.28,5,0,Pending,Advance,
ORD-2025-0171,2025-03-27,2025-04-02,2025-04-02,SUP008,VRL Logistics,Nagpur,India,P008,Chemical Compounds,Chemicals,WH-Mumbai,Road,10,2008.84,20088.38,602.65,5,19686.61,6,0,Delivered,Net 60,4.1
ORD-2025-0161,2025-04-01,2025-04-03,,SUP007,Gati Ltd,Kolkata,India,P008,Chemical Compounds,Chemicals,WH-Mumbai,Air,9,1679.85,15118.61,1209.49,8,15118.61,2,0,Pending,Net 45,
ORD-2025-0031,2025-04-05,2025-04-08,,SUP004,BlueDart Express,Bangalore,India,P005,Copper Wiring,Electronics,WH-Chennai,Road,7,971.23,6798.64,203.96,0,7002.6,3,0,Pending,COD,
ORD-2025-0075,2025-04-06,2025-04-12,2025-04-12,SUP005,Mahindra Logistics,Pune,India,P011,Rubber Seals,Raw Material,WH-Bangalore,Road,30,311.17,9335.14,280.05,0,9615.19,6,0,Delivered,Advance,3.2
ORD-2025-0078,2025-04-07,2025-04-14,2025-04-14,SUP001,Tata Steel Ltd,Mumbai,India,P005,Copper Wiring,Electronics,WH-Pune,Rail,14,925.03,12950.45,259.01,0,13209.46,7,0,Delivered,Net 60,4.1
ORD-2025-0015,2025-04-08,2025-04-13,2025-04-13,SUP001,Tata Steel Ltd,Mumbai,India,P006,Hydraulic Pumps,Machinery,WH-Bangalore,Road,5,2610.13,13050.66,391.52,0,13442.18,5,0,Delivered,Advance,3.4
ORD-2025-0176,2025-04-10,2025-04-13,2025-04-23,SUP003,DHL Supply Chain,Chennai,India,P002,Industrial Bearings,Machinery,WH-Bangalore,Air,5,1324.56,6622.82,529.83,0,7152.65,3,10,Delayed,Net 30,
ORD-2025-0079,2025-04-12,2025-04-17,,SUP005,Mahindra Logistics,Pune,India,P003,Raw Steel Sheets,Raw Material,WH-Delhi,Road,4,457.69,1830.75,54.92,0,1885.67,5,0,Cancelled,Advance,
ORD-2025-0147,2025-04-12,2025-04-17,2025-04-17,SUP006,DTDC Courier,Hyderabad,India,P009,Spare Parts Kit,Machinery,WH-Chennai,Road,3,3059.89,9179.68,275.39,10,8537.1,5,0,Delivered,Net 60,4.4
ORD-2025-0151,2025-04-20,2025-04-30,,SUP003,DHL Supply Chain,Chennai,India,P007,Packaging Material,Consumables,WH-Mumbai,Rail,37,147.04,5440.62,108.81,2,5440.62,10,0,Cancelled,COD,
ORD-2025-0180,2025-04-20,2025-05-06,2025-05-06,SUP006,DTDC Courier,Hyderabad,India,P001,Electronic Components,Electronics,WH-Pune,Sea,4,885.42,3541.69,53.13,5,3417.74,16,0,Delivered,Net 60,3.8
ORD-2025-0115,2025-04-21,2025-04-26,2025-04-26,SUP001,Tata Steel Ltd,Mumbai,India,P007,Packaging Material,Consumables,WH-Chennai,Road,41,169.91,6966.14,208.98,5,6826.81,5,0,Delivered,Net 45,3.3
ORD-2025-0114,2025-04-23,2025-04-28,2025-05-02,SUP002,Reliance Logistics,Delhi,India,P012,Safety Equipment,Consumables,WH-Delhi,Rail,10,465.26,4652.6,93.05,0,4745.65,5,4,Delivered,Advance,4.8
ORD-2025-0175,2025-04-23,2025-04-30,2025-04-30,SUP008,VRL Logistics,Nagpur,India,P011,Rubber Seals,Raw Material,WH-Pune,Road,18,289.5,5211.03,156.33,0,5367.36,7,0,Delivered,Advance,4.6
